date,symbols,open,high,low,close,adj_close,volume,frequency,currency,author
3/7/79,GC,0,0,0,0,242.30,0,daily,USD,rmdavis@scu.edu
3/8/79,GC,0,0,0,0,239.20,0,daily,USD,rmdavis@scu.edu
3/9/79,GC,0,0,0,0,241.00,0,daily,USD,rmdavis@scu.edu
3/12/79,GC,0,0,0,0,240.00,0,daily,USD,rmdavis@scu.edu
3/13/79,GC,0,0,0,0,239.10,0,daily,USD,rmdavis@scu.edu
3/14/79,GC,0,0,0,0,239.50,0,daily,USD,rmdavis@scu.edu
3/15/79,GC,0,0,0,0,240.10,0,daily,USD,rmdavis@scu.edu
3/16/79,GC,0,0,0,0,244.00,0,daily,USD,rmdavis@scu.edu
3/19/79,GC,0,0,0,0,242.30,0,daily,USD,rmdavis@scu.edu
3/20/79,GC,0,0,0,0,242.10,0,daily,USD,rmdavis@scu.edu
3/21/79,GC,0,0,0,0,239.90,0,daily,USD,rmdavis@scu.edu
3/22/79,GC,0,0,0,0,242.90,0,daily,USD,rmdavis@scu.edu
3/23/79,GC,0,0,0,0,242.50,0,daily,USD,rmdavis@scu.edu
3/26/79,GC,0,0,0,0,245.30,0,daily,USD,rmdavis@scu.edu
3/27/79,GC,0,0,0,0,244.40,0,daily,USD,rmdavis@scu.edu
3/28/79,GC,0,0,0,0,244.40,0,daily,USD,rmdavis@scu.edu
3/29/79,GC,0,0,0,0,241.50,0,daily,USD,rmdavis@scu.edu
3/30/79,GC,0,0,0,0,240.10,0,daily,USD,rmdavis@scu.edu
4/2/79,GC,0,0,0,0,239.70,0,daily,USD,rmdavis@scu.edu
4/3/79,GC,0,0,0,0,240.00,0,daily,USD,rmdavis@scu.edu
4/4/79,GC,0,0,0,0,239.80,0,daily,USD,rmdavis@scu.edu
4/5/79,GC,0,0,0,0,240.70,0,daily,USD,rmdavis@scu.edu
4/6/79,GC,0,0,0,0,239.80,0,daily,USD,rmdavis@scu.edu
4/9/79,GC,0,0,0,0,240.20,0,daily,USD,rmdavis@scu.edu
4/10/79,GC,0,0,0,0,239.80,0,daily,USD,rmdavis@scu.edu
4/11/79,GC,0,0,0,0,238.40,0,daily,USD,rmdavis@scu.edu
4/12/79,GC,0,0,0,0,234.00,0,daily,USD,rmdavis@scu.edu
4/13/79,GC,0,0,0,0,234.00,0,daily,USD,rmdavis@scu.edu
4/16/79,GC,0,0,0,0,234.00,0,daily,USD,rmdavis@scu.edu
4/17/79,GC,0,0,0,0,231.90,0,daily,USD,rmdavis@scu.edu
4/18/79,GC,0,0,0,0,233.20,0,daily,USD,rmdavis@scu.edu
4/19/79,GC,0,0,0,0,240.90,0,daily,USD,rmdavis@scu.edu
4/20/79,GC,0,0,0,0,236.40,0,daily,USD,rmdavis@scu.edu
4/23/79,GC,0,0,0,0,236.90,0,daily,USD,rmdavis@scu.edu
4/24/79,GC,0,0,0,0,239.70,0,daily,USD,rmdavis@scu.edu
4/25/79,GC,0,0,0,0,241.80,0,daily,USD,rmdavis@scu.edu
4/26/79,GC,0,0,0,0,242.20,0,daily,USD,rmdavis@scu.edu
4/27/79,GC,0,0,0,0,243.70,0,daily,USD,rmdavis@scu.edu
4/30/79,GC,0,0,0,0,245.30,0,daily,USD,rmdavis@scu.edu
5/1/79,GC,0,0,0,0,247.30,0,daily,USD,rmdavis@scu.edu
5/2/79,GC,0,0,0,0,246.30,0,daily,USD,rmdavis@scu.edu
5/3/79,GC,0,0,0,0,246.50,0,daily,USD,rmdavis@scu.edu
5/4/79,GC,0,0,0,0,248.50,0,daily,USD,rmdavis@scu.edu
5/7/79,GC,0,0,0,0,248.50,0,daily,USD,rmdavis@scu.edu
5/8/79,GC,0,0,0,0,249.00,0,daily,USD,rmdavis@scu.edu
5/9/79,GC,0,0,0,0,248.00,0,daily,USD,rmdavis@scu.edu
5/10/79,GC,0,0,0,0,252.30,0,daily,USD,rmdavis@scu.edu
5/11/79,GC,0,0,0,0,251.50,0,daily,USD,rmdavis@scu.edu
5/14/79,GC,0,0,0,0,251.00,0,daily,USD,rmdavis@scu.edu
5/15/79,GC,0,0,0,0,255.50,0,daily,USD,rmdavis@scu.edu
5/16/79,GC,0,0,0,0,256.50,0,daily,USD,rmdavis@scu.edu
5/17/79,GC,0,0,0,0,256.80,0,daily,USD,rmdavis@scu.edu
5/18/79,GC,0,0,0,0,256.40,0,daily,USD,rmdavis@scu.edu
5/21/79,GC,0,0,0,0,262.00,0,daily,USD,rmdavis@scu.edu
5/22/79,GC,0,0,0,0,265.40,0,daily,USD,rmdavis@scu.edu
5/23/79,GC,0,0,0,0,264.20,0,daily,USD,rmdavis@scu.edu
5/24/79,GC,0,0,0,0,263.80,0,daily,USD,rmdavis@scu.edu
5/25/79,GC,0,0,0,0,270.60,0,daily,USD,rmdavis@scu.edu
5/28/79,GC,0,0,0,0,270.60,0,daily,USD,rmdavis@scu.edu
5/29/79,GC,0,0,0,0,273.80,0,daily,USD,rmdavis@scu.edu
5/30/79,GC,0,0,0,0,270.30,0,daily,USD,rmdavis@scu.edu
5/31/79,GC,0,0,0,0,274.60,0,daily,USD,rmdavis@scu.edu
6/1/79,GC,0,0,0,0,275.10,0,daily,USD,rmdavis@scu.edu
6/4/79,GC,0,0,0,0,272.90,0,daily,USD,rmdavis@scu.edu
6/5/79,GC,0,0,0,0,274.80,0,daily,USD,rmdavis@scu.edu
6/6/79,GC,0,0,0,0,280.00,0,daily,USD,rmdavis@scu.edu
6/7/79,GC,0,0,0,0,276.10,0,daily,USD,rmdavis@scu.edu
6/8/79,GC,0,0,0,0,280.00,0,daily,USD,rmdavis@scu.edu
6/11/79,GC,0,0,0,0,282.40,0,daily,USD,rmdavis@scu.edu
6/12/79,GC,0,0,0,0,277.80,0,daily,USD,rmdavis@scu.edu
6/13/79,GC,0,0,0,0,276.60,0,daily,USD,rmdavis@scu.edu
6/14/79,GC,0,0,0,0,279.00,0,daily,USD,rmdavis@scu.edu
6/15/79,GC,0,0,0,0,280.00,0,daily,USD,rmdavis@scu.edu
6/18/79,GC,0,0,0,0,278.00,0,daily,USD,rmdavis@scu.edu
6/19/79,GC,0,0,0,0,280.30,0,daily,USD,rmdavis@scu.edu
6/20/79,GC,0,0,0,0,281.40,0,daily,USD,rmdavis@scu.edu
6/21/79,GC,0,0,0,0,282.30,0,daily,USD,rmdavis@scu.edu
6/22/79,GC,0,0,0,0,283.50,0,daily,USD,rmdavis@scu.edu
6/25/79,GC,0,0,0,0,283.90,0,daily,USD,rmdavis@scu.edu
6/26/79,GC,0,0,0,0,281.50,0,daily,USD,rmdavis@scu.edu
6/27/79,GC,0,0,0,0,281.80,0,daily,USD,rmdavis@scu.edu
6/28/79,GC,0,0,0,0,275.90,0,daily,USD,rmdavis@scu.edu
6/29/79,GC,0,0,0,0,277.50,0,daily,USD,rmdavis@scu.edu
7/2/79,GC,0,0,0,0,282.50,0,daily,USD,rmdavis@scu.edu
7/3/79,GC,0,0,0,0,281.40,0,daily,USD,rmdavis@scu.edu
7/4/79,GC,0,0,0,0,283.50,0,daily,USD,rmdavis@scu.edu
7/5/79,GC,0,0,0,0,288.30,0,daily,USD,rmdavis@scu.edu
7/6/79,GC,0,0,0,0,290.30,0,daily,USD,rmdavis@scu.edu
7/9/79,GC,0,0,0,0,287.90,0,daily,USD,rmdavis@scu.edu
7/10/79,GC,0,0,0,0,290.50,0,daily,USD,rmdavis@scu.edu
7/11/79,GC,0,0,0,0,290.30,0,daily,USD,rmdavis@scu.edu
7/12/79,GC,0,0,0,0,290.80,0,daily,USD,rmdavis@scu.edu
7/13/79,GC,0,0,0,0,287.50,0,daily,USD,rmdavis@scu.edu
7/16/79,GC,0,0,0,0,292.80,0,daily,USD,rmdavis@scu.edu
7/17/79,GC,0,0,0,0,296.30,0,daily,USD,rmdavis@scu.edu
7/18/79,GC,0,0,0,0,302.20,0,daily,USD,rmdavis@scu.edu
7/19/79,GC,0,0,0,0,299.20,0,daily,USD,rmdavis@scu.edu
7/20/79,GC,0,0,0,0,298.80,0,daily,USD,rmdavis@scu.edu
7/23/79,GC,0,0,0,0,304.90,0,daily,USD,rmdavis@scu.edu
7/24/79,GC,0,0,0,0,305.30,0,daily,USD,rmdavis@scu.edu
7/25/79,GC,0,0,0,0,303.40,0,daily,USD,rmdavis@scu.edu
7/26/79,GC,0,0,0,0,305.20,0,daily,USD,rmdavis@scu.edu
7/27/79,GC,0,0,0,0,305.80,0,daily,USD,rmdavis@scu.edu
7/30/79,GC,0,0,0,0,301.40,0,daily,USD,rmdavis@scu.edu
7/31/79,GC,0,0,0,0,296.50,0,daily,USD,rmdavis@scu.edu
8/1/79,GC,0,0,0,0,290.10,0,daily,USD,rmdavis@scu.edu
8/2/79,GC,0,0,0,0,291.50,0,daily,USD,rmdavis@scu.edu
8/3/79,GC,0,0,0,0,286.50,0,daily,USD,rmdavis@scu.edu
8/6/79,GC,0,0,0,0,282.70,0,daily,USD,rmdavis@scu.edu
8/7/79,GC,0,0,0,0,285.10,0,daily,USD,rmdavis@scu.edu
8/8/79,GC,0,0,0,0,289.00,0,daily,USD,rmdavis@scu.edu
8/9/79,GC,0,0,0,0,297.10,0,daily,USD,rmdavis@scu.edu
8/10/79,GC,0,0,0,0,303.80,0,daily,USD,rmdavis@scu.edu
8/13/79,GC,0,0,0,0,298.80,0,daily,USD,rmdavis@scu.edu
8/14/79,GC,0,0,0,0,292.00,0,daily,USD,rmdavis@scu.edu
8/15/79,GC,0,0,0,0,301.90,0,daily,USD,rmdavis@scu.edu
8/16/79,GC,0,0,0,0,297.90,0,daily,USD,rmdavis@scu.edu
8/17/79,GC,0,0,0,0,300.60,0,daily,USD,rmdavis@scu.edu
8/20/79,GC,0,0,0,0,298.80,0,daily,USD,rmdavis@scu.edu
8/21/79,GC,0,0,0,0,300.50,0,daily,USD,rmdavis@scu.edu
8/22/79,GC,0,0,0,0,311.00,0,daily,USD,rmdavis@scu.edu
8/23/79,GC,0,0,0,0,310.10,0,daily,USD,rmdavis@scu.edu
8/24/79,GC,0,0,0,0,314.80,0,daily,USD,rmdavis@scu.edu
8/27/79,GC,0,0,0,0,314.80,0,daily,USD,rmdavis@scu.edu
8/28/79,GC,0,0,0,0,316.80,0,daily,USD,rmdavis@scu.edu
8/29/79,GC,0,0,0,0,315.20,0,daily,USD,rmdavis@scu.edu
8/30/79,GC,0,0,0,0,319.20,0,daily,USD,rmdavis@scu.edu
8/31/79,GC,0,0,0,0,315.10,0,daily,USD,rmdavis@scu.edu
9/3/79,GC,0,0,0,0,322.90,0,daily,USD,rmdavis@scu.edu
9/4/79,GC,0,0,0,0,325.00,0,daily,USD,rmdavis@scu.edu
9/5/79,GC,0,0,0,0,329.00,0,daily,USD,rmdavis@scu.edu
9/6/79,GC,0,0,0,0,335.50,0,daily,USD,rmdavis@scu.edu
9/7/79,GC,0,0,0,0,329.20,0,daily,USD,rmdavis@scu.edu
9/10/79,GC,0,0,0,0,336.30,0,daily,USD,rmdavis@scu.edu
9/11/79,GC,0,0,0,0,339.50,0,daily,USD,rmdavis@scu.edu
9/12/79,GC,0,0,0,0,337.10,0,daily,USD,rmdavis@scu.edu
9/13/79,GC,0,0,0,0,333.00,0,daily,USD,rmdavis@scu.edu
9/14/79,GC,0,0,0,0,345.80,0,daily,USD,rmdavis@scu.edu
9/17/79,GC,0,0,0,0,351.80,0,daily,USD,rmdavis@scu.edu
9/18/79,GC,0,0,0,0,375.80,0,daily,USD,rmdavis@scu.edu
9/19/79,GC,0,0,0,0,369.00,0,daily,USD,rmdavis@scu.edu
9/20/79,GC,0,0,0,0,380.00,0,daily,USD,rmdavis@scu.edu
9/21/79,GC,0,0,0,0,369.00,0,daily,USD,rmdavis@scu.edu
9/24/79,GC,0,0,0,0,380.40,0,daily,USD,rmdavis@scu.edu
9/25/79,GC,0,0,0,0,376.70,0,daily,USD,rmdavis@scu.edu
9/26/79,GC,0,0,0,0,373.80,0,daily,USD,rmdavis@scu.edu
9/27/79,GC,0,0,0,0,395.50,0,daily,USD,rmdavis@scu.edu
9/28/79,GC,0,0,0,0,397.30,0,daily,USD,rmdavis@scu.edu
10/1/79,GC,0,0,0,0,414.80,0,daily,USD,rmdavis@scu.edu
10/2/79,GC,0,0,0,0,426.00,0,daily,USD,rmdavis@scu.edu
10/3/79,GC,0,0,0,0,402.00,0,daily,USD,rmdavis@scu.edu
10/4/79,GC,0,0,0,0,384.00,0,daily,USD,rmdavis@scu.edu
10/5/79,GC,0,0,0,0,385.00,0,daily,USD,rmdavis@scu.edu
10/8/79,GC,0,0,0,0,372.00,0,daily,USD,rmdavis@scu.edu
10/9/79,GC,0,0,0,0,385.80,0,daily,USD,rmdavis@scu.edu
10/10/79,GC,0,0,0,0,413.00,0,daily,USD,rmdavis@scu.edu
10/11/79,GC,0,0,0,0,401.50,0,daily,USD,rmdavis@scu.edu
10/12/79,GC,0,0,0,0,395.00,0,daily,USD,rmdavis@scu.edu
10/15/79,GC,0,0,0,0,402.90,0,daily,USD,rmdavis@scu.edu
10/16/79,GC,0,0,0,0,394.30,0,daily,USD,rmdavis@scu.edu
10/17/79,GC,0,0,0,0,386.00,0,daily,USD,rmdavis@scu.edu
10/18/79,GC,0,0,0,0,380.50,0,daily,USD,rmdavis@scu.edu
10/19/79,GC,0,0,0,0,393.00,0,daily,USD,rmdavis@scu.edu
10/22/79,GC,0,0,0,0,392.00,0,daily,USD,rmdavis@scu.edu
10/23/79,GC,0,0,0,0,385.00,0,daily,USD,rmdavis@scu.edu
10/24/79,GC,0,0,0,0,395.00,0,daily,USD,rmdavis@scu.edu
10/25/79,GC,0,0,0,0,391.80,0,daily,USD,rmdavis@scu.edu
10/26/79,GC,0,0,0,0,375.00,0,daily,USD,rmdavis@scu.edu
10/29/79,GC,0,0,0,0,374.00,0,daily,USD,rmdavis@scu.edu
10/30/79,GC,0,0,0,0,377.60,0,daily,USD,rmdavis@scu.edu
10/31/79,GC,0,0,0,0,382.00,0,daily,USD,rmdavis@scu.edu
11/1/79,GC,0,0,0,0,378.50,0,daily,USD,rmdavis@scu.edu
11/2/79,GC,0,0,0,0,372.80,0,daily,USD,rmdavis@scu.edu
11/5/79,GC,0,0,0,0,381.00,0,daily,USD,rmdavis@scu.edu
11/6/79,GC,0,0,0,0,384.30,0,daily,USD,rmdavis@scu.edu
11/7/79,GC,0,0,0,0,395.00,0,daily,USD,rmdavis@scu.edu
11/8/79,GC,0,0,0,0,389.50,0,daily,USD,rmdavis@scu.edu
11/9/79,GC,0,0,0,0,389.50,0,daily,USD,rmdavis@scu.edu
11/12/79,GC,0,0,0,0,393.30,0,daily,USD,rmdavis@scu.edu
11/13/79,GC,0,0,0,0,387.20,0,daily,USD,rmdavis@scu.edu
11/14/79,GC,0,0,0,0,390.00,0,daily,USD,rmdavis@scu.edu
11/15/79,GC,0,0,0,0,386.00,0,daily,USD,rmdavis@scu.edu
11/16/79,GC,0,0,0,0,390.40,0,daily,USD,rmdavis@scu.edu
11/19/79,GC,0,0,0,0,389.90,0,daily,USD,rmdavis@scu.edu
11/20/79,GC,0,0,0,0,387.80,0,daily,USD,rmdavis@scu.edu
11/21/79,GC,0,0,0,0,396.20,0,daily,USD,rmdavis@scu.edu
11/22/79,GC,0,0,0,0,393.20,0,daily,USD,rmdavis@scu.edu
11/23/79,GC,0,0,0,0,392.00,0,daily,USD,rmdavis@scu.edu
11/26/79,GC,0,0,0,0,395.30,0,daily,USD,rmdavis@scu.edu
11/27/79,GC,0,0,0,0,393.80,0,daily,USD,rmdavis@scu.edu
11/28/79,GC,0,0,0,0,411.20,0,daily,USD,rmdavis@scu.edu
11/29/79,GC,0,0,0,0,411.70,0,daily,USD,rmdavis@scu.edu
11/30/79,GC,0,0,0,0,415.70,0,daily,USD,rmdavis@scu.edu
12/3/79,GC,0,0,0,0,428.80,0,daily,USD,rmdavis@scu.edu
12/4/79,GC,0,0,0,0,431.20,0,daily,USD,rmdavis@scu.edu
12/5/79,GC,0,0,0,0,426.40,0,daily,USD,rmdavis@scu.edu
12/6/79,GC,0,0,0,0,433.80,0,daily,USD,rmdavis@scu.edu
12/7/79,GC,0,0,0,0,430.40,0,daily,USD,rmdavis@scu.edu
12/10/79,GC,0,0,0,0,431.20,0,daily,USD,rmdavis@scu.edu
12/11/79,GC,0,0,0,0,445.50,0,daily,USD,rmdavis@scu.edu
12/12/79,GC,0,0,0,0,446.30,0,daily,USD,rmdavis@scu.edu
12/13/79,GC,0,0,0,0,458.80,0,daily,USD,rmdavis@scu.edu
12/14/79,GC,0,0,0,0,456.80,0,daily,USD,rmdavis@scu.edu
12/17/79,GC,0,0,0,0,469.50,0,daily,USD,rmdavis@scu.edu
12/18/79,GC,0,0,0,0,477.80,0,daily,USD,rmdavis@scu.edu
12/19/79,GC,0,0,0,0,488.50,0,daily,USD,rmdavis@scu.edu
12/20/79,GC,0,0,0,0,471.50,0,daily,USD,rmdavis@scu.edu
12/21/79,GC,0,0,0,0,473.10,0,daily,USD,rmdavis@scu.edu
12/24/79,GC,0,0,0,0,473.10,0,daily,USD,rmdavis@scu.edu
12/25/79,GC,0,0,0,0,473.10,0,daily,USD,rmdavis@scu.edu
12/26/79,GC,0,0,0,0,473.10,0,daily,USD,rmdavis@scu.edu
12/27/79,GC,0,0,0,0,473.10,0,daily,USD,rmdavis@scu.edu
12/28/79,GC,0,0,0,0,512.00,0,daily,USD,rmdavis@scu.edu
12/31/79,GC,0,0,0,0,512.00,0,daily,USD,rmdavis@scu.edu
1/1/80,GC,0,0,0,0,512.00,0,daily,USD,rmdavis@scu.edu
1/2/80,GC,0,0,0,0,559.50,0,daily,USD,rmdavis@scu.edu
1/3/80,GC,0,0,0,0,634.00,0,daily,USD,rmdavis@scu.edu
1/4/80,GC,0,0,0,0,588.00,0,daily,USD,rmdavis@scu.edu
1/7/80,GC,0,0,0,0,633.50,0,daily,USD,rmdavis@scu.edu
1/8/80,GC,0,0,0,0,610.00,0,daily,USD,rmdavis@scu.edu
1/9/80,GC,0,0,0,0,607.20,0,daily,USD,rmdavis@scu.edu
1/10/80,GC,0,0,0,0,602.90,0,daily,USD,rmdavis@scu.edu
1/11/80,GC,0,0,0,0,623.00,0,daily,USD,rmdavis@scu.edu
1/14/80,GC,0,0,0,0,660.00,0,daily,USD,rmdavis@scu.edu
1/15/80,GC,0,0,0,0,684.00,0,daily,USD,rmdavis@scu.edu
1/16/80,GC,0,0,0,0,760.00,0,daily,USD,rmdavis@scu.edu
1/17/80,GC,0,0,0,0,750.00,0,daily,USD,rmdavis@scu.edu
1/18/80,GC,0,0,0,0,835.00,0,daily,USD,rmdavis@scu.edu
1/21/80,GC,0,0,0,0,850.00,0,daily,USD,rmdavis@scu.edu
1/22/80,GC,0,0,0,0,737.50,0,daily,USD,rmdavis@scu.edu
1/23/80,GC,0,0,0,0,695.00,0,daily,USD,rmdavis@scu.edu
1/24/80,GC,0,0,0,0,717.00,0,daily,USD,rmdavis@scu.edu
1/25/80,GC,0,0,0,0,668.00,0,daily,USD,rmdavis@scu.edu
1/28/80,GC,0,0,0,0,624.00,0,daily,USD,rmdavis@scu.edu
1/29/80,GC,0,0,0,0,674.30,0,daily,USD,rmdavis@scu.edu
1/30/80,GC,0,0,0,0,691.00,0,daily,USD,rmdavis@scu.edu
1/31/80,GC,0,0,0,0,653.00,0,daily,USD,rmdavis@scu.edu
2/1/80,GC,0,0,0,0,676.50,0,daily,USD,rmdavis@scu.edu
2/4/80,GC,0,0,0,0,669.80,0,daily,USD,rmdavis@scu.edu
2/5/80,GC,0,0,0,0,682.00,0,daily,USD,rmdavis@scu.edu
2/6/80,GC,0,0,0,0,709.00,0,daily,USD,rmdavis@scu.edu
2/7/80,GC,0,0,0,0,699.30,0,daily,USD,rmdavis@scu.edu
2/8/80,GC,0,0,0,0,692.00,0,daily,USD,rmdavis@scu.edu
2/11/80,GC,0,0,0,0,710.50,0,daily,USD,rmdavis@scu.edu
2/12/80,GC,0,0,0,0,694.50,0,daily,USD,rmdavis@scu.edu
2/13/80,GC,0,0,0,0,696.80,0,daily,USD,rmdavis@scu.edu
2/14/80,GC,0,0,0,0,682.00,0,daily,USD,rmdavis@scu.edu
2/15/80,GC,0,0,0,0,667.00,0,daily,USD,rmdavis@scu.edu
2/18/80,GC,0,0,0,0,661.50,0,daily,USD,rmdavis@scu.edu
2/19/80,GC,0,0,0,0,652.30,0,daily,USD,rmdavis@scu.edu
2/20/80,GC,0,0,0,0,606.00,0,daily,USD,rmdavis@scu.edu
2/21/80,GC,0,0,0,0,665.00,0,daily,USD,rmdavis@scu.edu
2/22/80,GC,0,0,0,0,630.00,0,daily,USD,rmdavis@scu.edu
2/25/80,GC,0,0,0,0,616.50,0,daily,USD,rmdavis@scu.edu
2/26/80,GC,0,0,0,0,642.30,0,daily,USD,rmdavis@scu.edu
2/27/80,GC,0,0,0,0,636.00,0,daily,USD,rmdavis@scu.edu
2/28/80,GC,0,0,0,0,646.00,0,daily,USD,rmdavis@scu.edu
2/29/80,GC,0,0,0,0,637.00,0,daily,USD,rmdavis@scu.edu
3/3/80,GC,0,0,0,0,633.80,0,daily,USD,rmdavis@scu.edu
3/4/80,GC,0,0,0,0,631.30,0,daily,USD,rmdavis@scu.edu
3/5/80,GC,0,0,0,0,643.50,0,daily,USD,rmdavis@scu.edu
3/6/80,GC,0,0,0,0,626.00,0,daily,USD,rmdavis@scu.edu
3/7/80,GC,0,0,0,0,609.00,0,daily,USD,rmdavis@scu.edu
3/10/80,GC,0,0,0,0,585.00,0,daily,USD,rmdavis@scu.edu
3/11/80,GC,0,0,0,0,570.30,0,daily,USD,rmdavis@scu.edu
3/12/80,GC,0,0,0,0,585.70,0,daily,USD,rmdavis@scu.edu
3/13/80,GC,0,0,0,0,556.50,0,daily,USD,rmdavis@scu.edu
3/14/80,GC,0,0,0,0,523.00,0,daily,USD,rmdavis@scu.edu
3/17/80,GC,0,0,0,0,484.00,0,daily,USD,rmdavis@scu.edu
3/18/80,GC,0,0,0,0,481.50,0,daily,USD,rmdavis@scu.edu
3/19/80,GC,0,0,0,0,527.00,0,daily,USD,rmdavis@scu.edu
3/20/80,GC,0,0,0,0,561.00,0,daily,USD,rmdavis@scu.edu
3/21/80,GC,0,0,0,0,525.00,0,daily,USD,rmdavis@scu.edu
3/24/80,GC,0,0,0,0,558.30,0,daily,USD,rmdavis@scu.edu
3/25/80,GC,0,0,0,0,547.30,0,daily,USD,rmdavis@scu.edu
3/26/80,GC,0,0,0,0,507.50,0,daily,USD,rmdavis@scu.edu
3/27/80,GC,0,0,0,0,485.30,0,daily,USD,rmdavis@scu.edu
3/28/80,GC,0,0,0,0,490.00,0,daily,USD,rmdavis@scu.edu
3/31/80,GC,0,0,0,0,494.50,0,daily,USD,rmdavis@scu.edu
4/1/80,GC,0,0,0,0,509.50,0,daily,USD,rmdavis@scu.edu
4/2/80,GC,0,0,0,0,500.50,0,daily,USD,rmdavis@scu.edu
4/3/80,GC,0,0,0,0,485.80,0,daily,USD,rmdavis@scu.edu
4/4/80,GC,0,0,0,0,485.80,0,daily,USD,rmdavis@scu.edu
4/7/80,GC,0,0,0,0,485.80,0,daily,USD,rmdavis@scu.edu
4/8/80,GC,0,0,0,0,528.00,0,daily,USD,rmdavis@scu.edu
4/9/80,GC,0,0,0,0,554.00,0,daily,USD,rmdavis@scu.edu
4/10/80,GC,0,0,0,0,526.00,0,daily,USD,rmdavis@scu.edu
4/11/80,GC,0,0,0,0,530.50,0,daily,USD,rmdavis@scu.edu
4/14/80,GC,0,0,0,0,529.80,0,daily,USD,rmdavis@scu.edu
4/15/80,GC,0,0,0,0,497.50,0,daily,USD,rmdavis@scu.edu
4/16/80,GC,0,0,0,0,520.00,0,daily,USD,rmdavis@scu.edu
