date,bond_var_hat,bond_equity_cov_hat,equity_var_hat,bond_forex_cov_hat,equity_forex_cov_hat,forex_var_hat,bond_gold_cov_hat,equity_gold_cov_hat,forex_gold_cov_hat,gold_var_hat,year,month,quarter,year_quarter
2011-03-31,9.540943755612664e-09,2.412442726166249e-08,0.00011608809366265259,4.2173503620905175e-08,2.3711801232119982e-05,3.2158489673611724e-05,-7.592317262980867e-08,-2.029824657039833e-05,-2.1174858525355277e-05,8.357043440908169e-05,2011,3,Q1,2011Q1
2011-06-30,8.481434517244505e-09,2.1490161173640746e-08,0.00011442743833373626,4.093934746665957e-08,2.3290716441236956e-05,3.18353396388313e-05,-7.37023846946553e-08,-1.9767984441091774e-05,-2.1155120204459718e-05,8.327378566983076e-05,2011,6,Q2,2011Q2
2011-09-30,7.918487599548879e-09,-5.390130691183315e-09,0.00011466277363998069,4.4303612378487705e-08,2.0723256401178885e-05,3.137393358052525e-05,-6.215439064762576e-08,-1.77794198702888e-05,-2.0261338553943904e-05,8.179623430784784e-05,2011,9,Q3,2011Q3
2011-12-31,7.068370506022673e-09,7.803123173465869e-09,0.0001241848350517889,2.977270526055217e-08,9.913105576053654e-06,3.248740428435534e-05,-5.1034038122329555e-08,-1.7305840199386608e-05,-1.7979663663890027e-05,8.047861719368728e-05,2011,12,Q4,2011Q4
2012-03-31,6.347655365413928e-09,3.8491649408792335e-09,0.00012245545799551358,3.0544498093937435e-08,1.1323382014262371e-05,3.191760637255179e-05,-4.387540896990423e-08,-1.6480593547908917e-05,-1.7790457607397766e-05,7.906458828731009e-05,2012,3,Q1,2012Q1
2012-06-30,5.688221490693395e-09,-4.473779532302139e-09,0.00012114814547125257,3.063376620413599e-08,1.2128287854941004e-05,3.150759780004301e-05,-4.1228419995264826e-08,-1.5451897896928807e-05,-1.781240234915768e-05,7.766862513314413e-05,2012,6,Q2,2012Q2
2012-09-30,5.0923669971618785e-09,-3.945674437786802e-08,0.00013546683917356199,4.261348249808181e-08,-1.4605270549228944e-06,3.306777334151405e-05,-6.509538102391598e-08,1.2160108528268976e-05,-2.5752454823126742e-05,8.6566793127772e-05,2012,9,Q3,2012Q3
2012-12-31,4.693093178235183e-09,-1.5261975823188798e-08,0.0001318872126426683,2.4424672852686733e-08,2.3061198421729992e-07,3.312180802369914e-05,-6.447025088960337e-08,5.373393027467314e-06,-2.29125089640824e-05,8.555685997555163e-05,2012,12,Q4,2012Q4
2013-03-31,4.315998381709112e-09,-7.815786149304878e-08,0.0001469931655070842,1.3835432361464147e-08,6.270244538824451e-06,3.2658588272597435e-05,-4.000449564043742e-08,2.2173811062600613e-07,-2.2174656069736246e-05,8.417720848531592e-05,2013,3,Q1,2013Q1
2013-06-30,4.710889009075838e-09,-6.360974198995746e-08,0.00013773365379641622,1.5102556721219336e-08,8.124796518492038e-06,3.212872728333193e-05,-5.2235715219692034e-08,-2.616932100697662e-06,-2.1169200990417862e-05,8.312154912335819e-05,2013,6,Q2,2013Q2
2013-09-30,4.1667252853646946e-09,-5.4970150317243806e-08,0.0001300944049737501,1.2983037907291222e-08,6.895064125173715e-06,3.188918562699096e-05,-3.2155724910726925e-08,4.2617182855283245e-06,-2.3809884255215042e-05,0.00010119792411914789,2013,9,Q3,2013Q3
2013-12-31,3.6553244306069254e-09,-3.497808730049017e-08,0.0001269096430523554,1.3025252875062977e-08,7.810038365248322e-06,3.1342158188886976e-05,-1.9585924922709537e-08,4.3672811063838545e-06,-2.3611094120398885e-05,0.0001010829822377908,2013,12,Q4,2013Q4
2014-03-31,3.2720820469124743e-09,-3.3865588983244046e-08,0.00012559517163511199,1.2970308552901609e-08,9.511354679661684e-06,3.084172590030558e-05,-2.1711907872973685e-08,1.8183459508224527e-06,-2.294260379920197e-05,9.959003115085964e-05,2014,3,Q1,2014Q1
2014-06-30,3.0098009914958566e-09,-4.097644892967152e-08,0.00012474087618666156,1.375334743409999e-08,1.031840386672298e-05,3.0334685433144716e-05,-1.7831150585162025e-08,-1.201174295226415e-06,-2.24601767204633e-05,9.82874819407178e-05,2014,6,Q2,2014Q2
2014-09-30,2.7298494864934176e-09,-3.1785100780553787e-08,0.00012312143667381718,1.6699170448083292e-08,1.1093495224888555e-05,2.989947695441705e-05,-1.6482829247672485e-08,-2.5694243601753915e-06,-2.1726981145425564e-05,9.693621976083065e-05,2014,9,Q3,2014Q3
2014-12-31,2.742118239839621e-09,-2.8218471214275043e-08,0.00012158327623583894,1.3368614555644304e-08,1.059912249199211e-05,2.9775313807293263e-05,-1.302241851227981e-08,-3.304958972245855e-06,-2.1756967381686055e-05,9.565246521486107e-05,2014,12,Q4,2014Q4
2015-03-31,2.5593102979095095e-09,-7.0106393248159865e-09,0.00012150470686642659,6.950912888370909e-09,8.649832706969218e-06,2.9569457314794087e-05,-1.3978238724164273e-08,-3.867706385330795e-06,-2.1259812318917123e-05,9.422737493127803e-05,2015,3,Q1,2015Q1
2015-06-30,2.2914271418359934e-09,-1.2345626192312051e-08,0.00012036154586833329,1.1599006558319511e-08,7.460107986371654e-06,2.956786289247676e-05,-1.4535487045793847e-08,-4.61820512000343e-06,-2.0571801993373255e-05,9.281168990276354e-05,2015,6,Q2,2015Q2
2015-09-30,2.0457043981743076e-09,-1.40313425201994e-08,0.00011905243673370417,1.085901360241294e-08,9.8179947887735e-06,3.0215369061235712e-05,-1.3837799208929656e-08,-6.141090851195795e-06,-2.148082723342527e-05,9.184653649091312e-05,2015,9,Q3,2015Q3
2015-12-31,1.834993876604925e-09,-1.5121144349936263e-08,0.00012252581864645597,1.1726958783054667e-08,1.4240771528642082e-05,3.0139387710763228e-05,-1.1779880867664556e-08,-1.9215390453709558e-05,-2.383720626122929e-05,9.457931826599123e-05,2015,12,Q4,2015Q4
2016-03-31,2.218321413772353e-09,-5.6244113766113306e-08,0.00012309512008716998,2.6019671334528246e-08,1.1052892350140063e-05,2.9930332814591238e-05,-8.59438615519273e-09,-1.6614313534099078e-05,-2.2547033582897754e-05,9.320160130956349e-05,2016,3,Q1,2016Q1
2016-06-30,2.5284643676457708e-09,-4.679159323007693e-08,0.00012150023326209066,2.9470466813604648e-08,1.12432196958392e-05,2.9557010106376722e-05,-1.0675698833216285e-08,-1.47527362031188e-05,-2.2014994238504924e-05,9.182061850124055e-05,2016,6,Q2,2016Q2
2016-09-30,2.2881457686651044e-09,-3.860979577319494e-08,0.00012267864182359357,2.6374750650858323e-08,1.366741242104254e-05,2.942439068035374e-05,-1.1906320070179325e-08,-1.3718686411787469e-05,-2.155011679011623e-05,9.04753498677031e-05,2016,9,Q3,2016Q3
2016-12-31,2.4557683076409e-09,-5.2870384900093155e-08,0.00012173758510170984,2.4211978771432975e-08,1.3171514028386489e-05,2.8837492067263975e-05,-2.040875057357691e-08,-1.1705753850966286e-05,-2.108943302552686e-05,8.923192186542173e-05,2016,12,Q4,2016Q4
