date,bond_var_hat,bond_equity_cov_hat,equity_var_hat,bond_forex_cov_hat,equity_forex_cov_hat,forex_var_hat,bond_gold_cov_hat,equity_gold_cov_hat,forex_gold_cov_hat,gold_var_hat,year,month,quarter,year_quarter
1992-09-30,1.0261793831771056e-08,8.59098135084031e-08,3.694772753495179e-05,-2.2236255628670305e-07,5.221048781182399e-06,0.00011242526891511916,7.314105147295221e-08,-1.1348759556679736e-06,-1.3249610438501166e-06,3.4134566304147336e-05,1992,9,Q3,1992Q3
1992-12-31,3.1563661510999785e-09,4.479218773572236e-08,2.7220330299078e-05,-7.550894188851622e-08,3.5147767583296643e-06,3.7371435410010664e-05,1.4653718418596636e-08,-1.1377304873713868e-07,2.4031682441684525e-06,2.1251837230991597e-05,1992,12,Q4,1992Q4
1993-03-31,5.896886977262581e-09,6.737576782872536e-08,3.316652717337643e-05,-9.886841167439285e-08,4.261482215763541e-06,3.1049427819250885e-05,7.298422913875139e-09,-3.786794014770379e-07,2.8700466513606626e-07,1.8312267869958687e-05,1993,3,Q1,1993Q1
1993-06-30,5.5748884772378006e-09,1.1045678034104128e-07,3.569660955599483e-05,-8.01449433779276e-08,5.071523949163906e-06,3.794822265993528e-05,-1.0018953176310623e-08,-3.6368481902646255e-06,1.1852288011595136e-07,9.134545197107791e-05,1993,6,Q2,1993Q2
1993-09-30,4.425732419838886e-09,9.286789740552743e-08,2.8080860451742293e-05,-4.965530819537744e-08,1.296834695046374e-06,2.8439405754764877e-05,-3.659378975502697e-08,-8.181263025651672e-07,4.210033325595369e-06,7.985719230234335e-05,1993,9,Q3,1993Q3
1993-12-31,3.001217674032903e-09,4.791003121987215e-08,1.740488162556336e-05,-2.665534012521402e-08,7.589043791389721e-08,2.3760098563757677e-05,-1.1912717348857338e-08,-1.855822257898345e-06,2.4758862617224296e-06,5.334605838615529e-05,1993,12,Q4,1993Q4
1994-03-31,6.499615115081439e-09,1.3107684800880613e-07,2.6570919783737775e-05,-4.7737469142915257e-08,-3.052465387884784e-07,2.0258485175640523e-05,-2.6287493638033385e-08,-1.1012017300101712e-06,1.567063436601855e-06,6.356659555114913e-05,1994,3,Q1,1994Q1
1994-06-30,4.764908994236244e-09,1.3771459652590283e-07,4.084986062000875e-05,-1.3552535891365898e-09,4.179236555527722e-06,1.8534099031916184e-05,-2.684439073390787e-08,-1.2593972080228625e-06,-2.913240494188676e-07,3.862975745787938e-05,1994,6,Q2,1994Q2
1994-09-30,2.2756951522694265e-08,3.159114832740008e-07,3.525339766505511e-05,5.9021763922416456e-08,6.132361100431102e-06,2.2523328743319768e-05,-4.0341733051954456e-08,-5.421511163935812e-06,-1.613289347191156e-06,1.7663882141246386e-05,1994,9,Q3,1994Q3
1994-12-31,1.6926315444945874e-08,2.537703776028665e-07,3.6543740255603024e-05,3.627925082437749e-09,6.102731331786444e-06,1.9812402156341434e-05,-1.861004116200578e-08,-1.9921361105547107e-06,-2.024699239349592e-06,9.57592866214147e-06,1994,12,Q4,1994Q4
1995-03-31,1.562516420550637e-08,1.6181113729630852e-07,2.5025548084065548e-05,-7.808446898524396e-09,6.934515448080818e-06,2.8744728921831502e-05,-2.724226689017025e-08,-2.347005954238877e-06,-3.741449796790504e-06,1.6559136075790527e-05,1995,3,Q1,1995Q1
1995-06-30,2.1782351172337246e-08,1.5917419276133405e-07,3.42552745442527e-05,6.819426821817302e-08,1.1574065950997426e-05,3.951945835439424e-05,-2.1048230720527053e-08,-4.287544277498464e-06,-7.226947148125223e-06,1.9029847863996677e-05,1995,6,Q2,1995Q2
1995-09-30,1.6240746779827267e-08,9.175270113049808e-08,2.0901361156621338e-05,-3.751600614363928e-08,4.3457702680081e-06,2.607407180873769e-05,-9.107487919908547e-09,-1.566102606952762e-06,-2.93603266056041e-06,1.3086009793873486e-05,1995,9,Q3,1995Q3
1995-12-31,1.953482487167639e-08,6.001900318415923e-08,2.4128814485980776e-05,-4.6055738822819116e-08,4.266009588850743e-06,2.007379418967029e-05,-1.2764733210983964e-08,-1.1822888735469943e-06,-1.4557463692481407e-06,9.416319988351941e-06,1995,12,Q4,1995Q4
1996-03-31,8.642178212315691e-09,9.598858591526437e-08,6.179507706681552e-05,-3.3003251671810745e-09,9.738934026058135e-07,7.081509933909153e-06,-2.315091583339838e-08,-4.53350653694566e-06,-3.156307292234498e-07,1.6389403636960307e-05,1996,3,Q1,1996Q1
1996-06-30,8.504213670637684e-09,4.2565441988637635e-08,2.7321665109271764e-05,8.707082284902562e-09,1.441969614307863e-06,9.554719244065326e-06,-3.287562198110659e-09,-1.6221551639015761e-06,1.5677852543226748e-06,1.0635865075603257e-05,1996,6,Q2,1996Q2
1996-09-30,1.532944260793869e-08,6.544594730205723e-08,3.857785298172677e-05,-4.0476307334179435e-09,1.514076346023616e-06,7.794998514563093e-06,1.79185932572269e-08,-1.4965192393823087e-06,4.204156979019973e-07,9.312446641560259e-06,1996,9,Q3,1996Q3
1996-12-31,7.001001595814442e-09,5.1795030289107517e-08,4.466745051745038e-05,3.531403316367437e-08,2.8634734848011955e-06,7.922868118950611e-06,8.947638704980588e-09,-1.0108993976650024e-06,3.212334606293414e-08,6.753121724819746e-06,1996,12,Q4,1996Q4
1997-03-31,1.452736421707138e-08,1.5883247303180765e-07,7.275772629830815e-05,1.0011116117171474e-08,6.037533889271094e-06,1.3177433251605215e-05,3.4449085410188338e-09,-3.618935428849346e-06,1.3089622982847273e-07,5.710489926743562e-05,1997,3,Q1,1997Q1
1997-06-30,1.5457058546065713e-08,6.73604398098982e-08,0.00010729749534884796,3.138155372776888e-08,8.35832312918192e-06,2.0908777885218686e-05,6.678751430634574e-08,1.541686574370482e-07,-2.071973833494148e-06,1.2844748014948677e-05,1997,6,Q2,1997Q2
1997-09-30,1.0443590308600818e-08,1.225258826965573e-07,0.00011619765835366748,6.108535672588192e-08,1.692737754115665e-05,2.7089220645598205e-05,-5.4330311394424373e-08,-4.227018696123476e-06,-4.738328029091632e-06,2.4121967237388675e-05,1997,9,Q3,1997Q3
1997-12-31,8.80093915625234e-09,1.1294003587844811e-07,0.00015867989666408966,3.6963171427001514e-08,1.5281052536046478e-05,1.9166859444190795e-05,-5.474639009079579e-09,-1.6925833813522756e-06,-4.3330827294475455e-06,4.508023583207373e-05,1997,12,Q4,1997Q4
1998-03-31,1.3347948128299271e-08,4.627709416361669e-09,7.460381190459761e-05,9.668419118908989e-08,7.874093579873257e-06,2.07740417944186e-05,-5.808919303314981e-08,3.936819702245042e-06,-3.694680578715047e-06,6.802732843970202e-05,1998,3,Q1,1998Q1
1998-06-30,1.0498129740261215e-08,-4.214305837070796e-08,7.332191739353016e-05,1.0185568312790143e-07,6.297913997155516e-06,1.8869945903374147e-05,-1.3096946761872595e-07,8.166504667314675e-06,-5.119671014748256e-06,7.40339943575592e-05,1998,6,Q2,1998Q2
1998-09-30,1.0808528467506472e-08,-1.3970708746223477e-07,0.00020489323522528946,1.6161839012747621e-09,7.303895144021479e-06,2.002834153514834e-05,-9.656703815508286e-08,7.126624556536659e-06,-3.7822678605302914e-06,7.541086901658544e-05,1998,9,Q3,1998Q3
1998-12-31,1.4422665674790249e-08,-3.0187183705058077e-07,0.00012978488549275516,1.166305162357379e-08,1.8232842826440073e-06,2.3973259360229896e-05,-8.487561361777211e-08,1.0596241480167158e-05,-1.666640324187331e-06,4.520457615402448e-05,1998,12,Q4,1998Q4
1999-03-31,5.421594350059218e-09,-1.686252009515547e-07,0.00019248484421748293,-3.54110889611552e-08,6.546927620577511e-06,2.313961182864387e-05,-7.704172566077354e-08,1.0438186329312445e-05,-4.49751910022367e-06,4.693648321157151e-05,1999,3,Q1,1999Q1
1999-06-30,7.266039260985362e-09,-2.537196757203032e-08,0.0001506634698071775,-3.004125179816949e-08,1.3882231106310121e-05,1.9810723148824488e-05,-2.3959930706361717e-08,7.836600651128562e-06,-8.108978514142593e-07,3.2035790471014546e-05,1999,6,Q2,1999Q2
1999-09-30,6.526417693708969e-09,-4.996078897052668e-08,0.00012105669239985201,-2.7574492327284717e-08,1.6731485117564527e-05,1.8472477773114093e-05,-1.0240731270325296e-07,-1.3524432524704842e-05,-1.3817201411857307e-05,0.000842037647265164,1999,9,Q3,1999Q3
1999-12-31,1.9263921346486918e-08,1.0621789276436944e-07,0.00011089475245605628,-4.69532860586339e-08,1.7064515808514094e-05,1.963642158013348e-05,-8.07016168640693e-08,1.9435493663431714e-06,-2.079656447564917e-06,4.9924163453075685e-05,1999,12,Q4,1999Q4
2000-03-31,8.552319313174579e-09,1.4642950756253776e-08,0.00019163053454438248,7.162685918661322e-09,1.6275954201658347e-05,2.4050843093813223e-05,-3.958424824704122e-08,1.4038602805150877e-05,3.4699250298784503e-06,0.00010872309477777811,2000,3,Q1,2000Q1
2000-06-30,1.6164781372478774e-08,1.5863128737200575e-07,0.00015111224970369597,8.538866846857153e-09,1.463920609239782e-05,2.7047370249489065e-05,-1.4524066457836894e-07,5.707921953252104e-06,-3.0793724217705305e-06,9.526453842045591e-05,2000,6,Q2,2000Q2
2000-09-30,1.1164819305479231e-08,-1.084105278458229e-07,0.00012704318590569491,5.4088754806132e-09,5.416589050665027e-06,2.7708174349654698e-05,-6.440278713875161e-08,1.2236246518138042e-05,-6.686785829341362e-06,7.966169708722652e-05,2000,9,Q3,2000Q3
2000-12-31,9.48793790114273e-08,4.643449690349104e-09,0.000220696046112775,-1.0586756305609754e-08,7.081097964863704e-06,2.926570624849356e-05,9.029597922774606e-08,3.215935605864227e-07,-5.302278094666802e-06,3.9761261009230885e-05,2000,12,Q4,2000Q4
2001-03-31,1.5247839265499738e-08,-9.657052710504064e-08,0.0002410590736293788,-3.694804216038508e-08,5.5331629888776115e-06,3.4672397812990804e-05,2.8599988187069858e-08,6.872677661551155e-07,-1.1094188215622308e-05,4.763255906101602e-05,2001,3,Q1,2001Q1
2001-06-30,1.681872095271049e-08,-1.248436750521302e-07,9.336903547718267e-05,-9.537813806418769e-08,5.902621258955181e-06,3.0036933886019198e-05,1.7927004807584114e-07,-5.670682514045184e-06,-1.8625982315272512e-05,0.00010150693772563854,2001,6,Q2,2001Q2
2001-09-30,2.0006040762540514e-08,-4.28964162322895e-07,0.0003075204271676143,-1.0221626531737314e-07,1.7502999028770435e-05,3.1501418758838974e-05,1.422457396642936e-07,-1.600307271616964e-05,-2.2624008348561157e-05,0.00014729606655776613,2001,9,Q3,2001Q3
2001-12-31,3.4805079600531364e-09,-9.350693458946123e-08,9.598931746931113e-05,-4.5122129729678686e-08,1.0813818623502811e-05,2.3629475901481502e-05,1.7815322222479243e-08,-6.122199705137082e-06,-9.581466202695076e-06,3.153582440873582e-05,2001,12,Q4,2001Q4
2002-03-31,1.3525027560763181e-09,-8.443379063112793e-08,0.00010379358838718132,-2.434357168016119e-08,1.1111774325373971e-05,1.8428311820843066e-05,1.722515823307834e-08,-1.4484309142320601e-05,-1.2011373889661835e-05,0.0001017177158307065,2002,3,Q1,2002Q1
2002-06-30,6.069199157853867e-10,-5.22738231017799e-08,0.00014681441180511162,-1.0135865345088502e-08,2.0311191742114783e-05,1.7540566016050525e-05,1.011615489224036e-08,-1.9668920609131196e-05,-5.818658442064091e-06,5.661367000205161e-05,2002,6,Q2,2002Q2
2002-09-30,1.5250587637921706e-09,-1.3933104935922536e-07,0.0003643391382219973,-3.220933461116677e-08,2.8849246746717914e-05,2.3176896025528124e-05,1.4039725504956981e-08,-4.5776771071784036e-05,-1.046441547910672e-05,7.488358856701218e-05,2002,9,Q3,2002Q3
2002-12-31,1.7010626600119273e-09,-1.0284930389524482e-07,0.00014282279146808556,-1.52086219255434e-08,1.2816359381945312e-05,1.3788341148435082e-05,4.955683048351488e-08,-3.014207127945456e-05,-6.443227765672481e-06,6.462809412762145e-05,2002,12,Q4,2002Q4
2003-03-31,1.48259796282355e-09,-1.546044695584779e-07,0.0002594063430256678,-4.993946320615166e-08,3.10590504636367e-05,2.6484348412505077e-05,4.689340005216318e-08,-4.4353817033527904e-05,-1.8424670900334804e-05,0.0001113996675683023,2003,3,Q1,2003Q1
2003-06-30,5.2245487695664864e-09,-1.683690931597138e-07,0.00011058709594453762,-1.0139227977963322e-07,1.5614924674781744e-05,2.6545322338468147e-05,7.127319620996604e-08,-1.8207829312098977e-05,-2.2028771697574796e-05,9.895483519600871e-05,2003,6,Q2,2003Q2
2003-09-30,1.330136516312761e-09,-1.4765172444597222e-08,9.967127162706715e-05,-2.6888452696514012e-08,2.0169346927820252e-05,3.107154512657893e-05,2.7519767727789816e-08,-1.0558748711262598e-05,-2.399583454225869e-05,0.00010427079461975874,2003,9,Q3,2003Q3
2003-12-31,1.3593510207109546e-09,1.463272313970348e-09,3.92565272072084e-05,-1.4607648842996107e-08,1.0544773210762059e-05,2.642679135738072e-05,-1.4329091036127763e-08,-4.0928909014226425e-06,-1.7322639440762196e-05,8.066652842020208e-05,2003,12,Q4,2003Q4
2004-03-31,4.178164299578759e-10,1.8653296226281444e-08,7.521221166522827e-05,-1.5317520977719802e-08,7.13410096129289e-06,3.4579709861266314e-05,4.916910014750463e-09,-3.853386927021804e-06,-2.06670266573327e-05,7.566818707723906e-05,2004,3,Q1,2004Q1
2004-06-30,2.514935437177581e-09,9.037868039490199e-08,5.038354242338302e-05,-2.61134542583298e-08,2.029247545621811e-06,3.849925351694626e-05,6.276986596290118e-09,2.643451478007549e-06,-3.336354254292863e-05,0.000110065407640412,2004,6,Q2,2004Q2
2004-09-30,1.4513091702486222e-09,3.804528363392247e-08,4.6616767869653206e-05,-3.872201743438275e-08,-1.1016176455678552e-06,2.748434943019928e-05,2.8605782511931822e-08,4.230934413832155e-06,-2.2539578205100748e-05,7.008628507636111e-05,2004,9,Q3,2004Q3
2004-12-31,1.6638828632056938e-09,4.0197714186530276e-08,4.3056142149357385e-05,-2.4731949306198337e-08,-1.7806828076318382e-06,2.3607807429177737e-05,-1.7868517664522527e-09,5.395143497401826e-06,-2.0290533801031494e-05,6.948384811702593e-05,2004,12,Q4,2004Q4
2005-03-31,1.6957429630350483e-08,1.1447287185260398e-07,4.0603154436083236e-05,-1.4279303106893568e-09,-1.5838452878232538e-06,2.541065519323656e-05,-9.527526673274554e-08,4.007688595966659e-06,-2.0446214124698167e-05,4.43867563168537e-05,2005,3,Q1,2005Q1
2005-06-30,2.0674207031142553e-09,1.1801611285152054e-08,4.304587049456726e-05,1.0926215406403363e-08,1.783755330471117e-07,2.4911393137883544e-05,-3.062454692582297e-08,1.0073091923586454e-06,-1.6678423447759935e-05,3.937477799592714e-05,2005,6,Q2,2005Q2
2005-09-30,1.2352302891957233e-08,3.4941982020503455e-08,3.6446355915658114e-05,1.521783944153384e-08,-8.537928807001101e-07,2.3514164787055494e-05,-3.35977079513684e-08,-8.851693432546007e-07,-1.551549919084853e-05,4.292777011200744e-05,2005,9,Q3,2005Q3
2005-12-31,1.1334837337106599e-08,-1.9238619555096116e-08,3.2586297260146365e-05,-5.243278830249853e-08,-2.5819441208637717e-07,2.230652170227636e-05,1.39555432134069e-07,-3.6332302803190103e-07,-2.3438195753707645e-05,0.00022253448838584818,2005,12,Q4,2005Q4
2006-03-31,7.778846953896227e-09,-1.3327537838087187e-08,3.179582808945931e-05,-3.649913089033525e-08,-7.678580140163027e-07,2.1914083226488513e-05,8.078938141025387e-08,1.2650120984511442e-06,-2.0663844187346294e-05,0.00020615898894820828,2006,3,Q1,2006Q1
2006-06-30,4.120385477240362e-09,-5.759947473344791e-08,7.383570312696868e-05,-4.539060341304984e-08,-3.574630056181049e-06,2.2869177449458475e-05,2.9294956818354054e-08,4.400923148362554e-06,-2.5438626990557064e-05,0.000269121383120859,2006,6,Q2,2006Q2
2006-09-30,9.461967705240539e-09,-2.3041484385503607e-08,3.082090358856578e-05,-4.350530717723023e-08,-2.469424345121942e-06,1.6858292751959796e-05,-1.2772481713390663e-08,-3.4345643293955467e-09,-1.7704951763802965e-05,0.0001892729902030366,2006,9,Q3,2006Q3
2006-12-31,9.663263932891613e-09,3.007699355376447e-08,2.6203720317621498e-05,-1.886741697209496e-08,-7.121917358396838e-07,1.4744161351622293e-05,-5.3601999446894916e-08,-3.4346557687537695e-06,-1.3429444578355163e-05,0.00011761445318880667,2006,12,Q4,2006Q4
2007-03-31,5.242564788612547e-09,5.193972772334496e-09,5.5319252077774436e-05,-1.4530236085621001e-08,4.274577394360078e-07,8.805582501379693e-06,-3.034510905556691e-08,-3.3609861943353105e-06,-8.81809780496422e-06,0.00010832103463783199,2007,3,Q1,2007Q1
2007-06-30,1.4115438864872298e-08,1.177278921612922e-07,4.281835984520841e-05,6.137910815210678e-08,8.499265989878518e-07,5.966323182292712e-06,-2.8945921712469056e-08,1.2329662217007502e-06,-3.7129601297341713e-06,5.3287099156374836e-05,2007,6,Q2,2007Q2
2007-09-30,6.351651272226661e-08,-7.889585238805022e-08,7.772539699436072e-05,1.2746213589222233e-07,1.6455979823346098e-06,9.372174154177517e-06,-1.0123042888062568e-07,6.690349401424238e-06,-5.179475887456123e-06,5.778127548671614e-05,2007,9,Q3,2007Q3
2007-12-31,2.6113218193298746e-08,-2.7257144158093135e-07,0.00011290918017647578,-1.3199307580726364e-08,5.449826378781903e-07,1.8762387736131414e-05,-4.4273278511347785e-09,1.0774685697157705e-05,-2.2086240643250306e-05,0.0001336039807845615,2007,12,Q4,2007Q4
2008-03-31,1.7450929349956298e-07,-1.3505537399859532e-06,0.00029155093086006396,-1.524536541357155e-07,1.6668291863018182e-06,3.007867537488513e-05,3.7303784611306906e-08,8.34249733341644e-06,-4.2354686592880025e-05,0.0002294788924002462,2008,3,Q1,2008Q1
2008-06-30,1.3637867008400544e-08,-4.299972036620834e-07,0.0001652426997293077,-7.477885875503156e-08,9.314224738485979e-06,3.010138049362242e-05,1.2618187624932284e-07,-4.945608961102804e-06,-4.306701859685257e-05,0.0002414449005619336,2008,6,Q2,2008Q2
2008-09-30,3.5021440510801036e-07,-6.4573862260582115e-06,0.0012739072939955461,-5.681749409358377e-07,5.106363909444456e-05,3.700514173136447e-05,1.722325633862667e-06,-5.6929039066979005e-05,-5.622054654112984e-05,0.0003957187314546976,2008,9,Q3,2008Q3
2008-12-31,2.237892234893916e-08,-1.0488242497000086e-06,0.0004951719663513118,-7.347590191268318e-08,1.3757985631138205e-05,0.0001265760477434539,4.775597967230528e-07,-4.161924514058449e-05,-0.0001337225378891681,0.0006782583770751236,2008,12,Q4,2008Q4
2009-03-31,2.6459010829754352e-09,-2.537864290038439e-08,0.0009244628578322367,-3.950062025519466e-08,-7.963653160411352e-05,8.89262968388271e-05,6.351165571574954e-08,-4.8012135771048776e-05,-2.922515608721561e-05,0.00045092883759311245,2009,3,Q1,2009Q1
2009-06-30,1.4517238807624123e-09,-9.883875540434674e-08,0.0002488174977996119,-8.760195876264255e-10,-3.243834415790606e-05,7.24763494081995e-05,4.75212795175716e-08,4.114660727024954e-06,-1.733435633724233e-05,9.978326407107602e-05,2009,6,Q2,2009Q2
2009-09-30,9.238078104872727e-10,-1.8572602930552003e-08,8.213424374968197e-05,3.784153982425285e-09,-1.756648833153941e-05,2.7948317193736115e-05,2.4205125954132492e-08,8.638799097706487e-06,-1.3640827074244886e-05,0.00010282605973146888,2009,9,Q3,2009Q3
2009-12-31,2.0569080202496617e-09,-2.094725736768175e-08,4.986782549071431e-05,-1.165427279291465e-08,-1.623571397238009e-05,2.9847717833111943e-05,6.190152178811571e-09,1.0860938618440478e-05,-1.528765398719458e-05,0.00017076226455908168,2009,12,Q4,2009Q4
2010-03-31,2.2841927662051403e-10,-7.291313898423674e-10,2.9836218529682336e-05,-5.138522816836723e-09,-1.191075024561827e-05,2.58972809560426e-05,1.0082912771513894e-08,1.8760953432502677e-05,-1.983811821924707e-05,0.00012470852260434292,2010,3,Q1,2010Q1
2010-06-30,8.361258382996955e-10,-7.738809686919475e-08,0.00028267032204444054,3.3404545288362583e-09,-3.840084673846601e-05,2.7040139772097405e-05,8.791668705072366e-09,5.2450793262683305e-05,-1.8203671987481066e-05,0.00011776219243682487,2010,6,Q2,2010Q2
2010-09-30,1.1461312001442887e-10,-1.6408881320857662e-08,9.41320306846749e-05,2.8121544696161054e-09,-1.8551677303787876e-05,2.859967195199054e-05,-3.1902407344635335e-10,1.5317318263012586e-05,-8.326408568352847e-06,6.31157112974296e-05,2010,9,Q3,2010Q3
2010-12-31,6.930595339142294e-10,-1.5045484631153504e-08,3.1645998786319987e-05,1.567014533112441e-09,-1.4149735371818694e-05,3.306391025409854e-05,9.204598334779965e-09,1.1373773266727032e-05,-1.4331302481377069e-05,0.00012004927527285528,2010,12,Q4,2010Q4
2011-03-31,3.990368355617791e-10,-2.1110920130850755e-08,8.666314434467657e-05,5.130059825555844e-09,-1.948191204680353e-05,2.597176769145794e-05,6.353414236051719e-10,8.801215103050146e-06,-8.554504259496761e-06,7.576026738250795e-05,2011,3,Q1,2011Q1
2011-06-30,2.0016372467585104e-10,-2.4075256966510784e-09,7.991346615273591e-05,1.1066028502903827e-09,-2.0698662076628697e-05,2.7194433409291042e-05,-7.56712587173967e-09,1.0430034275454118e-05,-1.009107659399712e-05,7.216559675319647e-05,2011,6,Q2,2011Q2
2011-09-30,2.1755305530677978e-10,-9.986527888985593e-09,0.0002864873541223113,-4.683436926908793e-10,-4.865632299430861e-05,3.230458941505892e-05,1.9702791312507637e-09,-8.656058843271625e-06,-2.799108746607031e-05,0.0005836296284164081,2011,9,Q3,2011Q3
2011-12-31,1.4557707433108776e-10,-8.814441996965655e-10,0.0001317796372432494,-1.1764156163310272e-09,-4.144764249969873e-05,3.7784309399040306e-05,4.386259193310705e-09,1.041944073968141e-05,-2.0627726024612464e-05,0.0002530236625060154,2011,12,Q4,2011Q4
2012-03-31,2.843800288658346e-10,-6.806135518737751e-09,5.1092726831514454e-05,-2.476800665201734e-10,-2.0592382530228998e-05,2.5544756504997455e-05,-1.2627144554638832e-08,4.338956204031968e-06,-1.3910039654025425e-05,0.00012882857769637077,2012,3,Q1,2012Q1
2012-06-30,1.6341426903899656e-10,-1.0644823928636618e-08,0.00019358043428810008,3.7231258961910828e-09,-4.0499276518878155e-05,2.3102691432017107e-05,-9.059553825362828e-09,2.744772467653112e-05,-2.5159242188393497e-05,0.00018711356751992435,2012,6,Q2,2012Q2
2012-09-30,2.3388320499078095e-10,-2.612625786484326e-09,5.673289525226007e-05,1.008656668134314e-09,-1.8791895474363284e-05,1.8741529187354004e-05,-7.748617249718737e-09,1.3276712255759293e-05,-1.5970873363309412e-05,7.851870739761185e-05,2012,9,Q3,2012Q3
2012-12-31,1.8994144493391207e-09,-3.6906739107944794e-08,6.646443432820363e-05,1.4022343773966348e-08,-1.2392271685556706e-05,9.501939165150696e-06,-2.5611651492741786e-08,1.2996220850311314e-05,-1.0683007652663485e-05,6.018574354286593e-05,2012,12,Q4,2012Q4
2013-03-31,4.508178902408858e-10,-8.606828381148707e-09,4.99228166019339e-05,-1.0403561774636966e-10,-1.0826498990109092e-05,1.1450379781929857e-05,5.167350956257554e-09,9.671710636757394e-06,-7.791666277661399e-06,4.1760718859121785e-05,2013,3,Q1,2013Q1
2013-06-30,1.7983139390857075e-10,9.872187874474972e-10,5.9300742253491165e-05,1.4042989782464336e-09,-1.0757937819902047e-05,1.857983405634922e-05,-2.5410764948726637e-09,2.6440294968540686e-05,-1.3654069194706002e-05,0.00017914295436835626,2013,6,Q2,2013Q2
2013-09-30,2.755615234094595e-10,3.955614324181192e-09,4.728545328050612e-05,1.5327349151296484e-09,-6.22691449315893e-06,1.7641465031188103e-05,-3.9223878024852954e-09,1.6316087083325496e-05,-1.1745918795521861e-05,0.00021331836428489312,2013,9,Q3,2013Q3
2013-12-31,9.611138144161793e-11,6.338770746521366e-09,4.2761584666470524e-05,-4.2886467675388485e-10,-3.4362942655357804e-06,1.1505365177500068e-05,1.8584588473507882e-10,1.4509264818648416e-05,-1.2548483071297821e-05,0.00020513004121863263,2013,12,Q4,2013Q4
2014-03-31,1.5685423831954484e-10,1.2589025814730266e-08,4.8097333863688544e-05,5.528959212740745e-10,-1.1638707765133334e-06,7.620466470160512e-06,1.61946991607453e-10,2.5784336777192418e-06,-8.283540259090938e-06,0.0001156805949681457,2014,3,Q1,2014Q1
2014-06-30,1.1481742654864225e-10,9.118355710600986e-09,3.196503486082441e-05,-2.5994289619682866e-10,2.096663216249193e-07,3.7595758317122358e-06,6.893501561554919e-09,-6.06254228185501e-06,-4.5769601852955114e-06,4.972421369566134e-05,2014,6,Q2,2014Q2
2014-09-30,1.2509177206709148e-10,-3.982037118805291e-09,3.25015146568993e-05,-1.9935944416652865e-09,4.6286932340882495e-07,7.778109054923936e-06,4.834695894277676e-09,-4.077210627102749e-06,-4.2420491724669535e-06,3.775626148825955e-05,2014,9,Q3,2014Q3
